,,BLEU,ROUGE1,ROUGE2,ROUGEL,BERT_P,BERT_R,BERT_F1
phi4_test-primera_visita_068FE9E4-971F-40C5-9473-33BA61FDB234-stepwise_refinement_temp_0.8.json,respuesta_primera_visita_068FE9E4-971F-40C5-9473-33BA61FDB234.txt_with_template.txt,0.14602243610793206,0.5088235294117647,0.24188790560471976,0.25588235294117645,0.746674656867981,0.7828848361968994,0.7643511295318604
phi4_test-primera_visita_AA7F4069-3FAD-411E-AEDE-1D299321E3B8--chunked_temp_0.8.json,respuesta_primera_visita_AA7F4069-3FAD-411E-AEDE-1D299321E3B8.txt_with_template.txt,0.1668687851903249,0.5633423180592991,0.37027027027027026,0.3504043126684636,0.7432358264923096,0.7663819193840027,0.7546314001083374
llama3.1_test-consulta_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06-template_temp_0.2.json,respuesta_consulta_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06.txt_with_template.txt,0.13147395364720624,0.3691148775894539,0.11342155009451796,0.1431261770244821,0.7311874628067017,0.728983998298645,0.7300840616226196
mistral_test-primera_visita_6FC726D1-9369-4435-B443-192396C6B13E-template_temp_0.2.json,respuesta_primera_visita_6FC726D1-9369-4435-B443-192396C6B13E.txt_with_template.txt,0.045369046959038636,0.2416666666666667,0.02510460251046025,0.12916666666666668,0.647398829460144,0.6118985414505005,0.6291483044624329
llama3.1_test-primera_visita_D1CD8A5D-EBFB-4D37-9BB3-40BA996AC02B--chunked_temp_0.2.json,respuesta_primera_visita_D1CD8A5D-EBFB-4D37-9BB3-40BA996AC02B.txt_with_template.txt,0.08178393639777111,0.4659340659340659,0.25165562913907286,0.34725274725274724,0.7394676804542542,0.7252358794212341,0.7322826385498047
deepseek-r1:8b_test-primera_visita_94966A31-A634-4A23-BF92-F4CAC47BB189--chunked_temp_0.8.json,respuesta_primera_visita_94966A31-A634-4A23-BF92-F4CAC47BB189.txt_with_template.txt,0.11570202842719202,0.4982698961937716,0.21180555555555555,0.26643598615916947,0.7902159094810486,0.7915002107620239,0.7908575534820557
deepseek-r1:14b_test-consulta_D1CD8A5D-EBFB-4D37-9BB3-40BA996AC02B-chain_of_thought_temp_0.8.json,respuesta_consulta_D1CD8A5D-EBFB-4D37-9BB3-40BA996AC02B.txt_with_template.txt,0.08634263772452018,0.1872340425531915,0.04700854700854701,0.09787234042553192,0.7228626608848572,0.7278435230255127,0.7253445386886597
deepseek-r1:14b_test-primera_visita_37580D0A-AFC1-4145-9E5E-D57E25B997DF-template_temp_0.8.json,respuesta_primera_visita_37580D0A-AFC1-4145-9E5E-D57E25B997DF.txt_with_template.txt,0.040184717421277105,0.04583333333333334,0.0,0.03333333333333333,0.6414498686790466,0.6469751596450806,0.6442006826400757
llama3.2_test-consulta_D4D0DC26-BA1A-42AB-890F-75FAFFD7A2BC--chunked_temp_0.2.json,respuesta_consulta_D4D0DC26-BA1A-42AB-890F-75FAFFD7A2BC.txt_with_template.txt,0.08290798684788224,0.3016157989228007,0.1045045045045045,0.15798922800718132,0.6869122385978699,0.7038213014602661,0.6952639818191528
llama3.2_test-primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06--chunked_temp_0.8.json,respuesta_primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06.txt_with_template.txt,0.16411466510485276,0.4549918166939444,0.20689655172413793,0.27495908346972175,0.7458915114402771,0.7429779171943665,0.7444318532943726
deepseek-r1:8b_test-consulta_88124EA7-DD57-4CF0-A669-862B3A191103--chunked_temp_0.8.json,respuesta_consulta_88124EA7-DD57-4CF0-A669-862B3A191103.txt_with_template.txt,0.0771917610310565,0.06756756756756757,0.004524886877828054,0.04504504504504504,0.685401439666748,0.7022871971130371,0.6937416195869446
llama3.1_test-primera_visita_6FC726D1-9369-4435-B443-192396C6B13E-few-shot_examples_temp_0.8.json,respuesta_primera_visita_6FC726D1-9369-4435-B443-192396C6B13E.txt_with_template.txt,0.1358946897126798,0.36778115501519754,0.08536585365853659,0.16109422492401215,0.6984582543373108,0.7052017450332642,0.7018137574195862
llama3.1_test-primera_visita_D99C6421-5D55-4FF3-86CC-3FED550B643E-stepwise_refinement_temp_0.8.json,respuesta_primera_visita_D99C6421-5D55-4FF3-86CC-3FED550B643E.txt_with_template.txt,0.19373862729851227,0.5131578947368421,0.2541254125412541,0.29276315789473684,0.7763347625732422,0.7853659391403198,0.7808242440223694
deepseek-r1:8b_test-primera_visita_D99C6421-5D55-4FF3-86CC-3FED550B643E-template_temp_0.2.json,respuesta_primera_visita_D99C6421-5D55-4FF3-86CC-3FED550B643E.txt_with_template.txt,0.12887043413649862,0.39473684210526316,0.18061674008810574,0.21491228070175436,0.7808502912521362,0.7898722887039185,0.78533536195755
deepseek-r1:8b_test-primera_visita_A7642DB6-E963-4E3E-B804-91BE49DFDBFE-stepwise_refinement_temp_0.8.json,respuesta_primera_visita_A7642DB6-E963-4E3E-B804-91BE49DFDBFE.txt_with_template.txt,0.0787134347193279,0.2495840266222962,0.06010016694490818,0.1264559068219634,0.5978266000747681,0.6453604698181152,0.620684802532196
deepseek-r1:8b_test-consulta_C3DF5E9A-7850-41B2-B652-05858D22AA7F-stepwise_refinement_temp_0.8.json,respuesta_consulta_C3DF5E9A-7850-41B2-B652-05858D22AA7F.txt_with_template.txt,0.04760101787271086,0.0821917808219178,0.013761467889908258,0.0502283105022831,0.6577749848365784,0.6548717021942139,0.6563201546669006
llama3.2_test-consulta_42583690-5EF3-4D85-ADCC-F4D0AC9D0897-chain_of_thought_temp_0.8.json,respuesta_consulta_42583690-5EF3-4D85-ADCC-F4D0AC9D0897.txt_with_template.txt,0.10336969982520106,0.4013722126929674,0.15834767641996558,0.2161234991423671,0.7445802688598633,0.7218608856201172,0.7330446243286133
deepseek-r1:8b_test-consulta_94966A31-A634-4A23-BF92-F4CAC47BB189-template_temp_0.8.json,respuesta_consulta_94966A31-A634-4A23-BF92-F4CAC47BB189.txt_with_template.txt,0.05713577858071717,0.04330708661417323,0.0,0.027559055118110236,0.664203405380249,0.6649103164672852,0.6645566821098328
llama3.2_test-primera_visita_068FE9E4-971F-40C5-9473-33BA61FDB234--chunked_temp_0.8.json,respuesta_primera_visita_068FE9E4-971F-40C5-9473-33BA61FDB234.txt_with_template.txt,0.14366282658343837,0.4907161803713527,0.21808510638297873,0.24668435013262605,0.798052191734314,0.8113490343093872,0.8046456575393677
deepseek-r1:8b_test-consulta_67272595-F178-4764-B680-7E6408069649-few-shot_examples_temp_0.8.json,respuesta_consulta_67272595-F178-4764-B680-7E6408069649.txt_with_template.txt,0.0030554864385072605,0.019736842105263157,0.0,0.019736842105263157,0.5593860745429993,0.5165157914161682,0.5370967984199524
qwen:14b_test-consulta_94C58E41-5BFE-402B-92C0-18888CD824E4-stepwise_refinement_temp_0.8.json,respuesta_consulta_94C58E41-5BFE-402B-92C0-18888CD824E4.txt_with_template.txt,0.10944682524754364,0.3702359346642468,0.14936247723132967,0.21052631578947367,0.6312122344970703,0.6811466813087463,0.6552295088768005
llama3.1_test-primera_visita_42583690-5EF3-4D85-ADCC-F4D0AC9D0897--chunked_temp_0.2.json,respuesta_primera_visita_42583690-5EF3-4D85-ADCC-F4D0AC9D0897.txt_with_template.txt,0.06235855997296158,0.466512702078522,0.25522041763341063,0.3279445727482678,0.7218154668807983,0.7279654741287231,0.7248774170875549
qwen:14b_test-consulta_B2D7B2AE-8C70-44D2-8182-304C48CA8BB6-chain_of_thought_temp_0.8.json,respuesta_consulta_B2D7B2AE-8C70-44D2-8182-304C48CA8BB6.txt_with_template.txt,0.060369583339024195,0.2785862785862786,0.029227557411273485,0.1455301455301455,0.6051257848739624,0.6065642833709717,0.6058441996574402
llama3.2_test-primera_visita_94C58E41-5BFE-402B-92C0-18888CD824E4--chunked_temp_0.2.json,respuesta_primera_visita_94C58E41-5BFE-402B-92C0-18888CD824E4.txt_with_template.txt,0.07399681755746182,0.11560693641618497,0.04651162790697674,0.08092485549132948,0.5505273342132568,0.704203724861145,0.6179545521736145
llama3.2_test-consulta_E1706C92-574B-4C9A-97FD-633412F357E0--chunked_temp_0.2.json,respuesta_consulta_E1706C92-574B-4C9A-97FD-633412F357E0.txt_with_template.txt,0.14306177056519845,0.36952998379254454,0.18861788617886177,0.22366288492706646,0.7599238157272339,0.745665967464447,0.7527273893356323
mistral_test-consulta_67272595-F178-4764-B680-7E6408069649-template_temp_0.2.json,respuesta_consulta_67272595-F178-4764-B680-7E6408069649.txt_with_template.txt,0.06643818375681047,0.033613445378151266,0.0,0.025210084033613446,0.6227169036865234,0.5921627283096313,0.6070556044578552
llama3.1_test-consulta_DC089D0E-199C-4175-A397-FDC478446E22-template_temp_0.2.json,respuesta_consulta_DC089D0E-199C-4175-A397-FDC478446E22.txt_with_template.txt,0.08589749320018812,0.31539888682745826,0.0521415270018622,0.15584415584415584,0.7207516431808472,0.7421271800994873,0.7312832474708557
deepseek-r1:14b_test-primera_visita_42583690-5EF3-4D85-ADCC-F4D0AC9D0897-stepwise_refinement_temp_0.2.json,respuesta_primera_visita_42583690-5EF3-4D85-ADCC-F4D0AC9D0897.txt_with_template.txt,0.06945449766673191,0.0801457194899818,0.003656307129798903,0.05100182149362477,0.6686062812805176,0.6734606027603149,0.6710246801376343
llama3.2_test-primera_visita_068FE9E4-971F-40C5-9473-33BA61FDB234-stepwise_refinement_temp_0.2.json,respuesta_primera_visita_068FE9E4-971F-40C5-9473-33BA61FDB234.txt_with_template.txt,0.11982538623469313,0.4071588366890381,0.17078651685393256,0.2863534675615212,0.6869570016860962,0.7315863966941833,0.7085697054862976
mistral_test-consulta_B2D7B2AE-8C70-44D2-8182-304C48CA8BB6-template_temp_0.8.json,respuesta_consulta_B2D7B2AE-8C70-44D2-8182-304C48CA8BB6.txt_with_template.txt,0.10318501349121605,0.37137330754352027,0.10485436893203882,0.20116054158607347,0.7046705484390259,0.7077255845069885,0.7061947584152222
phi4_test-consulta_A9B80CA9-786B-4CFC-ACE1-6F346A9D93FA-few-shot_examples_temp_0.2.json,respuesta_consulta_A9B80CA9-786B-4CFC-ACE1-6F346A9D93FA.txt_with_template.txt,0.07233616686080681,0.06230529595015576,0.0,0.040498442367601244,0.6912499666213989,0.6923731565475464,0.6918110847473145
deepseek-r1:14b_test-consulta_62C2C95D-C4EE-4D78-BFAF-604E44981A7C-few-shot_examples_temp_0.8.json,respuesta_consulta_62C2C95D-C4EE-4D78-BFAF-604E44981A7C.txt_with_template.txt,0.06227988999912505,0.05791505791505791,0.007751937984496124,0.03474903474903475,0.6830582618713379,0.698260486125946,0.6905756592750549
llama3.2_test-consulta_DC089D0E-199C-4175-A397-FDC478446E22-stepwise_refinement_temp_0.8.json,respuesta_consulta_DC089D0E-199C-4175-A397-FDC478446E22.txt_with_template.txt,0.0804591523223633,0.25649913344887354,0.045217391304347834,0.12478336221837087,0.6782257556915283,0.7117250561714172,0.6945717334747314
qwen:14b_test-primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06-template_temp_0.2.json,respuesta_primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06.txt_with_template.txt,0.039936712117882425,0.32935560859188545,0.09112709832134293,0.15751789976133654,0.6928834915161133,0.6364246606826782,0.6634551286697388
llama3.1_test-primera_visita_94966A31-A634-4A23-BF92-F4CAC47BB189-template_temp_0.2.json,respuesta_primera_visita_94966A31-A634-4A23-BF92-F4CAC47BB189.txt_with_template.txt,1.6778625233467644e-05,0.0856269113149847,0.012307692307692308,0.048929663608562685,0.6027970314025879,0.5583165884017944,0.5797048211097717
deepseek-r1:14b_test-consulta_94966A31-A634-4A23-BF92-F4CAC47BB189--chunked_temp_0.2.json,respuesta_consulta_94966A31-A634-4A23-BF92-F4CAC47BB189.txt_with_template.txt,0.06197968961676128,0.06652806652806653,0.0,0.037422037422037424,0.6887873411178589,0.6817833781242371,0.685267448425293
llama3.1_test-consulta_A9B80CA9-786B-4CFC-ACE1-6F346A9D93FA-few-shot_examples_temp_0.8.json,respuesta_consulta_A9B80CA9-786B-4CFC-ACE1-6F346A9D93FA.txt_with_template.txt,0.08958132370365439,0.2933810375670841,0.0718132854578097,0.14311270125223613,0.7001111507415771,0.6738176345825195,0.6867128014564514
llama3.1_test-primera_visita_37580D0A-AFC1-4145-9E5E-D57E25B997DF-chain_of_thought_temp_0.2.json,respuesta_primera_visita_37580D0A-AFC1-4145-9E5E-D57E25B997DF.txt_with_template.txt,0.12168497532057282,0.45318352059925093,0.15413533834586465,0.20224719101123595,0.7428105473518372,0.7420413494110107,0.742425799369812
deepseek-r1:8b_test-consulta_94C58E41-5BFE-402B-92C0-18888CD824E4-chain_of_thought_temp_0.8.json,respuesta_consulta_94C58E41-5BFE-402B-92C0-18888CD824E4.txt_with_template.txt,0.18342795044355287,0.48375451263537905,0.22826086956521738,0.24548736462093862,0.748279869556427,0.7463421821594238,0.7473098039627075
llama3.2_test-primera_visita_37580D0A-AFC1-4145-9E5E-D57E25B997DF-chain_of_thought_temp_0.8.json,respuesta_primera_visita_37580D0A-AFC1-4145-9E5E-D57E25B997DF.txt_with_template.txt,0.140374925730701,0.3829113924050633,0.12063492063492061,0.18037974683544306,0.7393726110458374,0.748823881149292,0.7440682053565979
qwen:14b_test-primera_visita_6FC726D1-9369-4435-B443-192396C6B13E-template_temp_0.2.json,respuesta_primera_visita_6FC726D1-9369-4435-B443-192396C6B13E.txt_with_template.txt,0.03614725820837735,0.2633928571428572,0.03587443946188341,0.13392857142857142,0.6680110692977905,0.6214653849601746,0.6438981890678406
deepseek-r1:8b_test-consulta_6FC726D1-9369-4435-B443-192396C6B13E-template_temp_0.8.json,respuesta_consulta_6FC726D1-9369-4435-B443-192396C6B13E.txt_with_template.txt,0.0665427897485956,0.05691056910569106,0.0,0.03252032520325203,0.6511024236679077,0.638194739818573,0.6445840001106262
deepseek-r1:8b_test-consulta_D99C6421-5D55-4FF3-86CC-3FED550B643E-few-shot_examples_temp_0.8.json,respuesta_consulta_D99C6421-5D55-4FF3-86CC-3FED550B643E.txt_with_template.txt,0.0560588744141768,0.039911308203991136,0.0,0.03104212860310421,0.6596149206161499,0.6506916284561157,0.6551228761672974
llama3.1_test-primera_visita_8A71C7A0-6F38-4E12-8890-7AA3252AAF8F-stepwise_refinement_temp_0.2.json,respuesta_primera_visita_8A71C7A0-6F38-4E12-8890-7AA3252AAF8F.txt_with_template.txt,0.10772741521285088,0.3832335329341318,0.10821643286573147,0.17564870259481039,0.668094277381897,0.6546539068222046,0.661305844783783
phi4_test-primera_visita_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D-few-shot_examples_temp_0.2.json,respuesta_primera_visita_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D.txt_with_template.txt,0.07633583370471064,0.125,0.013201320132013201,0.05592105263157895,0.7551364898681641,0.7593504190444946,0.7572375535964966
qwen:14b_test-primera_visita_A7642DB6-E963-4E3E-B804-91BE49DFDBFE-stepwise_refinement_temp_0.2.json,respuesta_primera_visita_A7642DB6-E963-4E3E-B804-91BE49DFDBFE.txt_with_template.txt,0.03310640403161278,0.3289817232375979,0.11548556430446193,0.1618798955613577,0.6889674663543701,0.689452052116394,0.6892096996307373
llama3.1_test-primera_visita_AA7F4069-3FAD-411E-AEDE-1D299321E3B8--chunked_temp_0.8.json,respuesta_primera_visita_AA7F4069-3FAD-411E-AEDE-1D299321E3B8.txt_with_template.txt,1.6087506838883648e-05,0.04225352112676056,0.0,0.02112676056338028,0.5879567861557007,0.5240122079849243,0.554145872592926
qwen:14b_test-primera_visita_62C2C95D-C4EE-4D78-BFAF-604E44981A7C--chunked_temp_0.2.json,respuesta_primera_visita_62C2C95D-C4EE-4D78-BFAF-604E44981A7C.txt_with_template.txt,0.05834696985569916,0.3445190156599553,0.10337078651685394,0.1789709172259508,0.6834760904312134,0.6323114037513733,0.6568989753723145
qwen:14b_test-primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06--chunked_temp_0.5.json,respuesta_primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06.txt_with_template.txt,0.07796060376398974,0.3614931237721022,0.1301775147928994,0.18467583497053047,0.6702466011047363,0.6501789689064026,0.6600603461265564
phi4_test-primera_visita_A7642DB6-E963-4E3E-B804-91BE49DFDBFE--chunked_temp_0.2.json,respuesta_primera_visita_A7642DB6-E963-4E3E-B804-91BE49DFDBFE.txt_with_template.txt,0.1402638187585645,0.5253807106598984,0.24427480916030533,0.2614213197969543,0.7515116930007935,0.7530621290206909,0.7522861361503601
llama3.1_test-consulta_67272595-F178-4764-B680-7E6408069649--chunked_temp_0.2.json,respuesta_consulta_67272595-F178-4764-B680-7E6408069649.txt_with_template.txt,0.06396720083162118,0.416243654822335,0.22448979591836732,0.2538071065989848,0.7945388555526733,0.7634150981903076,0.7786661386489868
llama3.2_test-consulta_72B5880F-98BD-4656-8EB8-D0749915ED27-few-shot_examples_temp_0.8.json,respuesta_consulta_72B5880F-98BD-4656-8EB8-D0749915ED27.txt_with_template.txt,0.11243140702458158,0.3529411764705882,0.06521739130434782,0.1455108359133127,0.7200383543968201,0.6974459886550903,0.7085621356964111
qwen:14b_test-consulta_88124EA7-DD57-4CF0-A669-862B3A191103-template_temp_0.8.json,respuesta_consulta_88124EA7-DD57-4CF0-A669-862B3A191103.txt_with_template.txt,0.005441024083620584,0.14814814814814814,0.007462686567164179,0.0888888888888889,0.6278795003890991,0.553066611289978,0.5881033539772034
llama3.2_test-primera_visita_D4D0DC26-BA1A-42AB-890F-75FAFFD7A2BC-few-shot_examples_temp_0.8.json,respuesta_primera_visita_D4D0DC26-BA1A-42AB-890F-75FAFFD7A2BC.txt_with_template.txt,0.10568459301172112,0.3812600969305331,0.10048622366288493,0.19063004846526654,0.7229166030883789,0.7261688113212585,0.724539041519165
qwen:14b_test-consulta_D99C6421-5D55-4FF3-86CC-3FED550B643E--chunked_temp_0.8.json,respuesta_consulta_D99C6421-5D55-4FF3-86CC-3FED550B643E.txt_with_template.txt,0.06198504820935674,0.32018561484918795,0.08391608391608392,0.17633410672853828,0.6947948932647705,0.6807135343551636,0.6876821517944336
deepseek-r1:14b_test-consulta_62C2C95D-C4EE-4D78-BFAF-604E44981A7C-template_temp_0.8.json,respuesta_consulta_62C2C95D-C4EE-4D78-BFAF-604E44981A7C.txt_with_template.txt,0.06227988999912505,0.05791505791505791,0.007751937984496124,0.03474903474903475,0.6830582618713379,0.698260486125946,0.6905756592750549
phi4_test-primera_visita_8A71C7A0-6F38-4E12-8890-7AA3252AAF8F-template_temp_0.8.json,respuesta_primera_visita_8A71C7A0-6F38-4E12-8890-7AA3252AAF8F.txt_with_template.txt,0.1358428126218773,0.39460370994940974,0.1455160744500846,0.19224283305227657,0.7351826429367065,0.7440418004989624,0.7395856976509094
llama3.1_test-consulta_6FC726D1-9369-4435-B443-192396C6B13E-template_temp_0.2.json,respuesta_consulta_6FC726D1-9369-4435-B443-192396C6B13E.txt_with_template.txt,0.08150729657936284,0.24814814814814812,0.06691449814126393,0.11481481481481481,0.6894258856773376,0.6613729596138,0.6751081347465515
mistral_test-consulta_D99C6421-5D55-4FF3-86CC-3FED550B643E-template_temp_0.8.json,respuesta_consulta_D99C6421-5D55-4FF3-86CC-3FED550B643E.txt_with_template.txt,0.14615004786851715,0.3692870201096892,0.13211009174311925,0.19012797074954296,0.6755369901657104,0.7152371406555176,0.6948204040527344
deepseek-r1:14b_test-primera_visita_72B5880F-98BD-4656-8EB8-D0749915ED27-chain_of_thought_temp_0.8.json,respuesta_primera_visita_72B5880F-98BD-4656-8EB8-D0749915ED27.txt_with_template.txt,0.03756027854367836,0.06787330316742081,0.0,0.03619909502262444,0.6612471342086792,0.6530411243438721,0.657118558883667
deepseek-r1:14b_test-consulta_6FC726D1-9369-4435-B443-192396C6B13E-template_temp_0.2.json,respuesta_consulta_6FC726D1-9369-4435-B443-192396C6B13E.txt_with_template.txt,0.04625498654590755,0.08499999999999999,0.0,0.04000000000000001,0.637352705001831,0.6127368807792664,0.6248024106025696
llama3.2_test-primera_visita_67272595-F178-4764-B680-7E6408069649-chain_of_thought_temp_0.8.json,respuesta_primera_visita_67272595-F178-4764-B680-7E6408069649.txt_with_template.txt,0.05295893411523593,0.3911980440097799,0.1425061425061425,0.19559902200488996,0.7288651466369629,0.6788135766983032,0.7029495239257812
